lat	long	Type
34.20037196	-75.92486025	HAPC Hard Bottom
34.20037196	-75.91986025	HAPC Hard Bottom
34.20037196	-75.91486025	HAPC Hard Bottom
34.20037196	-75.90986025	HAPC Hard Bottom
34.20037196	-75.90486025	HAPC Hard Bottom
34.20037196	-75.89986025	HAPC Hard Bottom
34.20037196	-75.89486025	HAPC Hard Bottom
34.19537196	-75.95486025	HAPC Hard Bottom
34.19537196	-75.94986025	HAPC Hard Bottom
34.19537196	-75.94486025	HAPC Hard Bottom
34.19537196	-75.93986025	HAPC Hard Bottom
34.19537196	-75.93486025	HAPC Hard Bottom
34.19537196	-75.92986025	HAPC Hard Bottom
34.19537196	-75.92486025	HAPC Hard Bottom
34.19537196	-75.91986025	HAPC Hard Bottom
34.19537196	-75.91486025	HAPC Hard Bottom
34.19537196	-75.90986025	HAPC Hard Bottom
34.19537196	-75.90486025	HAPC Hard Bottom
34.19537196	-75.89986025	HAPC Hard Bottom
34.19537196	-75.89486025	HAPC Hard Bottom
34.19037196	-75.95986025	HAPC Hard Bottom
34.19037196	-75.95486025	HAPC Hard Bottom
34.19037196	-75.94986025	HAPC Hard Bottom
34.19037196	-75.94486025	HAPC Hard Bottom
34.19037196	-75.93986025	HAPC Hard Bottom
34.19037196	-75.93486025	HAPC Hard Bottom
34.19037196	-75.92986025	HAPC Hard Bottom
34.19037196	-75.92486025	HAPC Hard Bottom
34.19037196	-75.91986025	HAPC Hard Bottom
34.19037196	-75.91486025	HAPC Hard Bottom
34.19037196	-75.90986025	HAPC Hard Bottom
34.19037196	-75.90486025	HAPC Hard Bottom
34.19037196	-75.89986025	HAPC Hard Bottom
34.19037196	-75.89486025	HAPC Hard Bottom
34.18537196	-75.96486025	HAPC Hard Bottom
34.18537196	-75.95986025	HAPC Hard Bottom
34.18537196	-75.95486025	HAPC Hard Bottom
34.18537196	-75.94986025	HAPC Hard Bottom
34.18537196	-75.94486025	HAPC Hard Bottom
34.18537196	-75.93986025	HAPC Hard Bottom
34.18537196	-75.93486025	HAPC Hard Bottom
34.18537196	-75.92986025	HAPC Hard Bottom
34.18537196	-75.92486025	HAPC Hard Bottom
34.18537196	-75.91986025	HAPC Hard Bottom
34.18537196	-75.91486025	HAPC Hard Bottom
34.18537196	-75.90986025	HAPC Hard Bottom
34.18037196	-75.96986025	HAPC Hard Bottom
34.18037196	-75.96486025	HAPC Hard Bottom
34.18037196	-75.95986025	HAPC Hard Bottom
34.18037196	-75.95486025	HAPC Hard Bottom
34.18037196	-75.94986025	HAPC Hard Bottom
34.18037196	-75.94486025	HAPC Hard Bottom
34.18037196	-75.93986025	HAPC Hard Bottom
34.18037196	-75.93486025	HAPC Hard Bottom
34.18037196	-75.92986025	HAPC Hard Bottom
34.18037196	-75.92486025	HAPC Hard Bottom
34.17537196	-75.97486025	HAPC Hard Bottom
34.17537196	-75.96986025	HAPC Hard Bottom
34.17537196	-75.96486025	HAPC Hard Bottom
34.17537196	-75.95986025	HAPC Hard Bottom
34.17537196	-75.95486025	HAPC Hard Bottom
34.17537196	-75.94986025	HAPC Hard Bottom
34.17537196	-75.94486025	HAPC Hard Bottom
34.17537196	-75.93986025	HAPC Hard Bottom
34.17537196	-75.93486025	HAPC Hard Bottom
34.17537196	-75.92986025	HAPC Hard Bottom
34.17037196	-75.97486025	HAPC Hard Bottom
34.17037196	-75.96986025	HAPC Hard Bottom
34.17037196	-75.96486025	HAPC Hard Bottom
34.17037196	-75.95986025	HAPC Hard Bottom
34.17037196	-75.95486025	HAPC Hard Bottom
34.17037196	-75.94986025	HAPC Hard Bottom
34.17037196	-75.94486025	HAPC Hard Bottom
34.17037196	-75.93986025	HAPC Hard Bottom
34.17037196	-75.93486025	HAPC Hard Bottom
34.16537196	-75.96986025	HAPC Hard Bottom
34.16537196	-75.96486025	HAPC Hard Bottom
34.16537196	-75.95986025	HAPC Hard Bottom
34.16537196	-75.95486025	HAPC Hard Bottom
34.16537196	-75.94986025	HAPC Hard Bottom
34.16537196	-75.94486025	HAPC Hard Bottom
34.16537196	-75.93986025	HAPC Hard Bottom
34.16037196	-75.96486025	HAPC Hard Bottom
34.16037196	-75.95986025	HAPC Hard Bottom
34.16037196	-75.95486025	HAPC Hard Bottom
34.16037196	-75.94986025	HAPC Hard Bottom
34.16037196	-75.94486025	HAPC Hard Bottom
34.15537196	-75.95986025	HAPC Hard Bottom
34.15537196	-75.95486025	HAPC Hard Bottom
34.15537196	-75.94986025	HAPC Hard Bottom
33.64537196	-76.48986025	HAPC Hard Bottom
33.64037196	-76.49486025	HAPC Hard Bottom
33.64037196	-76.48986025	HAPC Hard Bottom
33.64037196	-76.48486025	HAPC Hard Bottom
33.64037196	-76.47986025	HAPC Hard Bottom
33.63537196	-76.49486025	HAPC Hard Bottom
33.63537196	-76.48986025	HAPC Hard Bottom
33.63537196	-76.48486025	HAPC Hard Bottom
33.63537196	-76.47986025	HAPC Hard Bottom
33.63537196	-76.47486025	HAPC Hard Bottom
33.63537196	-76.46986025	HAPC Hard Bottom
33.63037196	-76.49986025	HAPC Hard Bottom
33.63037196	-76.49486025	HAPC Hard Bottom
33.63037196	-76.48986025	HAPC Hard Bottom
33.63037196	-76.48486025	HAPC Hard Bottom
33.63037196	-76.47986025	HAPC Hard Bottom
33.63037196	-76.47486025	HAPC Hard Bottom
33.63037196	-76.46986025	HAPC Hard Bottom
33.63037196	-76.46486025	HAPC Hard Bottom
33.63037196	-76.45986025	HAPC Hard Bottom
33.62537196	-76.49986025	HAPC Hard Bottom
33.62537196	-76.49486025	HAPC Hard Bottom
33.62537196	-76.48986025	HAPC Hard Bottom
33.62537196	-76.48486025	HAPC Hard Bottom
33.62537196	-76.47986025	HAPC Hard Bottom
33.62537196	-76.47486025	HAPC Hard Bottom
33.62537196	-76.46986025	HAPC Hard Bottom
33.62537196	-76.46486025	HAPC Hard Bottom
33.62037196	-76.50486025	HAPC Hard Bottom
33.62037196	-76.49986025	HAPC Hard Bottom
33.62037196	-76.49486025	HAPC Hard Bottom
33.62037196	-76.48986025	HAPC Hard Bottom
33.62037196	-76.48486025	HAPC Hard Bottom
33.62037196	-76.47986025	HAPC Hard Bottom
33.62037196	-76.47486025	HAPC Hard Bottom
33.62037196	-76.46986025	HAPC Hard Bottom
33.61537196	-76.50486025	HAPC Hard Bottom
33.61537196	-76.49986025	HAPC Hard Bottom
33.61537196	-76.49486025	HAPC Hard Bottom
33.61537196	-76.48986025	HAPC Hard Bottom
33.61537196	-76.48486025	HAPC Hard Bottom
33.61537196	-76.47986025	HAPC Hard Bottom
33.61537196	-76.47486025	HAPC Hard Bottom
33.61037196	-76.50486025	HAPC Hard Bottom
33.61037196	-76.49986025	HAPC Hard Bottom
33.61037196	-76.49486025	HAPC Hard Bottom
33.61037196	-76.48986025	HAPC Hard Bottom
33.61037196	-76.48486025	HAPC Hard Bottom
33.61037196	-76.47986025	HAPC Hard Bottom
33.61037196	-76.47486025	HAPC Hard Bottom
33.60537196	-76.50986025	HAPC Hard Bottom
33.60537196	-76.50486025	HAPC Hard Bottom
33.60537196	-76.49986025	HAPC Hard Bottom
33.60537196	-76.49486025	HAPC Hard Bottom
33.60537196	-76.48986025	HAPC Hard Bottom
33.60537196	-76.48486025	HAPC Hard Bottom
33.60537196	-76.47986025	HAPC Hard Bottom
33.60037196	-76.50986025	HAPC Hard Bottom
33.60037196	-76.50486025	HAPC Hard Bottom
33.60037196	-76.49986025	HAPC Hard Bottom
33.60037196	-76.49486025	HAPC Hard Bottom
33.60037196	-76.48986025	HAPC Hard Bottom
33.60037196	-76.48486025	HAPC Hard Bottom
33.60037196	-76.47986025	HAPC Hard Bottom
33.59537196	-76.51486025	HAPC Hard Bottom
33.59537196	-76.50986025	HAPC Hard Bottom
33.59537196	-76.50486025	HAPC Hard Bottom
33.59537196	-76.49986025	HAPC Hard Bottom
33.59537196	-76.49486025	HAPC Hard Bottom
33.59537196	-76.48986025	HAPC Hard Bottom
33.59537196	-76.48486025	HAPC Hard Bottom
33.59037196	-76.51486025	HAPC Hard Bottom
33.59037196	-76.50986025	HAPC Hard Bottom
33.59037196	-76.50486025	HAPC Hard Bottom
33.59037196	-76.49986025	HAPC Hard Bottom
33.59037196	-76.49486025	HAPC Hard Bottom
33.59037196	-76.48986025	HAPC Hard Bottom
33.59037196	-76.48486025	HAPC Hard Bottom
33.58537196	-76.51986025	HAPC Hard Bottom
33.58537196	-76.51486025	HAPC Hard Bottom
33.58537196	-76.50986025	HAPC Hard Bottom
33.58537196	-76.50486025	HAPC Hard Bottom
33.58537196	-76.49986025	HAPC Hard Bottom
33.58537196	-76.49486025	HAPC Hard Bottom
33.58537196	-76.48986025	HAPC Hard Bottom
33.58037196	-76.51986025	HAPC Hard Bottom
33.58037196	-76.51486025	HAPC Hard Bottom
33.58037196	-76.50986025	HAPC Hard Bottom
33.58037196	-76.50486025	HAPC Hard Bottom
33.58037196	-76.49986025	HAPC Hard Bottom
33.58037196	-76.49486025	HAPC Hard Bottom
33.58037196	-76.48986025	HAPC Hard Bottom
33.57537196	-76.52486025	HAPC Hard Bottom
33.57537196	-76.51986025	HAPC Hard Bottom
33.57537196	-76.51486025	HAPC Hard Bottom
33.57537196	-76.50986025	HAPC Hard Bottom
33.57537196	-76.50486025	HAPC Hard Bottom
33.57537196	-76.49986025	HAPC Hard Bottom
